,Bin_centers_keV,Rate_cps,Err_rate_Hz
687,1718.75,0.002405405405405405,0.00025497246302855686
688,1721.25,0.0025945945945945945,0.0002648097019225057
689,1723.75,0.0027297297297297295,0.00027161826003029434
690,1726.25,0.0017297297297297297,0.00021621621621621621
691,1728.75,0.0022972972972972973,0.0002491768772241321
692,1731.25,0.0017297297297297297,0.00021621621621621621
693,1733.75,0.0024324324324324323,0.0002564008913650037
694,1736.25,0.0022972972972972973,0.0002491768772241321
695,1738.75,0.0023513513513513514,0.0002520913257591572
696,1741.25,0.002162162162162162,0.00024173707864862592
697,1743.75,0.001972972972972973,0.00023091902014371705
698,1746.25,0.001918918918918919,0.00022773377765341512
699,1748.75,0.002135135135135135,0.00024022147073825915
700,1751.25,0.002081081081081081,0.00023716119965924655
701,1753.75,0.0023783783783783785,0.0002535359870174827
702,1756.25,0.0023513513513513514,0.0002520913257591572
703,1758.75,0.0017567567567567568,0.00021789885806212293
704,1761.25,0.002162162162162162,0.00024173707864862592
705,1763.75,0.00227027027027027,0.00024770679432193726
706,1766.25,0.0018918918918918919,0.0002261243314956961
707,1768.75,0.0017297297297297297,0.00021621621621621621
708,1771.25,0.0021891891891891893,0.00024324324324324323
709,1773.75,0.0018648648648648648,0.00022450334764643446
710,1776.25,0.0018378378378378379,0.0002228705743577114
711,1778.75,0.0018918918918918919,0.0002261243314956961
712,1781.25,0.0017297297297297297,0.00021621621621621621
713,1783.75,0.0022972972972972973,0.0002491768772241321
714,1786.25,0.0016216216216216215,0.00020935045114634686
715,1788.75,0.001918918918918919,0.00022773377765341512
716,1791.25,0.0020540540540540542,0.0002356161591103067
717,1793.75,0.0015405405405405405,0.0002040495793316419
718,1796.25,0.0017297297297297297,0.00021621621621621621
719,1798.75,0.0013513513513513514,0.00019110994086122906
720,1801.25,0.0015135135135135136,0.00020225175063642926
721,1803.75,0.0015675675675675676,0.00020583170556388942
722,1806.25,0.0016756756756756757,0.00021281102362194084
723,1808.75,0.001918918918918919,0.00022773377765341512
724,1811.25,0.0017027027027027026,0.00021452037657280465
725,1813.75,0.0012702702702702703,0.00018528796217300118
726,1816.25,0.0015135135135135136,0.00020225175063642926
727,1818.75,0.0012702702702702703,0.00018528796217300118
728,1821.25,0.0014594594594594594,0.00019860727644187932
729,1823.75,0.0017027027027027026,0.00021452037657280465
730,1826.25,0.0013783783783783783,0.00019301157914980677
731,1828.75,0.0015135135135135136,0.00020225175063642926
732,1831.25,0.0016486486486486486,0.00021108782907855821
733,1833.75,0.0015135135135135136,0.00020225175063642926
734,1836.25,0.0012162162162162162,0.00018130280898646944
735,1838.75,0.0015675675675675676,0.00020583170556388942
736,1841.25,0.0012972972972972972,0.00018724873595339213
737,1843.75,0.001054054054054054,0.0001687837296864432
738,1846.25,0.0014054054054054054,0.000194894663538594
739,1848.75,0.0011891891891891893,0.00017927701569488648
740,1851.25,0.0017837837837837837,0.00021956860553070165
741,1853.75,0.0017027027027027026,0.00021452037657280465
742,1856.25,0.001081081081081081,0.00017093392757666916
743,1858.75,0.0011621621621621622,0.00017722806822437838
744,1861.25,0.0011891891891891893,0.00017927701569488648
745,1863.75,0.0015135135135135136,0.00020225175063642926
746,1866.25,0.0012162162162162162,0.00018130280898646944
747,1868.75,0.0011621621621621622,0.00017722806822437838
748,1871.25,0.001135135135135135,0.00017515515401102325
749,1873.75,0.0013513513513513514,0.00019110994086122906
750,1876.25,0.0012972972972972972,0.00018724873595339213
751,1878.75,0.0012702702702702703,0.00018528796217300118
752,1881.25,0.0012702702702702703,0.00018528796217300118
753,1883.75,0.0016216216216216215,0.00020935045114634686
754,1886.25,0.001054054054054054,0.0001687837296864432
755,1888.75,0.0013783783783783783,0.00019301157914980677
756,1891.25,0.0015675675675675676,0.00020583170556388942
757,1893.75,0.001081081081081081,0.00017093392757666916
758,1896.25,0.0014594594594594594,0.00019860727644187932
759,1898.75,0.0013513513513513514,0.00019110994086122906
760,1901.25,0.0012972972972972972,0.00018724873595339213
761,1903.75,0.001135135135135135,0.00017515515401102325
762,1906.25,0.0013513513513513514,0.00019110994086122906
763,1908.75,0.0012972972972972972,0.00018724873595339213
764,1911.25,0.0012972972972972972,0.00018724873595339213
765,1913.75,0.0011081081081081082,0.00017305741182250942
766,1916.25,0.0015135135135135136,0.00020225175063642926
767,1918.75,0.0013783783783783783,0.00019301157914980677
768,1921.25,0.0012702702702702703,0.00018528796217300118
769,1923.75,0.0014594594594594594,0.00019860727644187932
770,1926.25,0.0015135135135135136,0.00020225175063642926
771,1928.75,0.0011621621621621622,0.00017722806822437838
772,1931.25,0.001081081081081081,0.00017093392757666916
773,1933.75,0.0011621621621621622,0.00017722806822437838
774,1936.25,0.0011891891891891893,0.00017927701569488648
775,1938.75,0.0012162162162162162,0.00018130280898646944
776,1941.25,0.0012702702702702703,0.00018528796217300118
777,1943.75,0.0012162162162162162,0.00018130280898646944
778,1946.25,0.0012972972972972972,0.00018724873595339213
779,1948.75,0.0014054054054054054,0.000194894663538594
780,1951.25,0.0009729729729729729,0.00016216216216216215
781,1953.75,0.0012162162162162162,0.00018130280898646944
782,1956.25,0.001135135135135135,0.00017515515401102325
783,1958.75,0.0017837837837837837,0.00021956860553070165
784,1961.25,0.0009459459459459459,0.00015989404819188153
785,1963.75,0.0014324324324324325,0.0001967597267373113
786,1966.25,0.0014324324324324325,0.0001967597267373113
787,1968.75,0.001,0.00016439898730535727
788,1971.25,0.0012432432432432433,0.0001833062157601424
789,1973.75,0.0008918918918918918,0.0001552584499064332
790,1976.25,0.0012702702702702703,0.00018528796217300118
791,1978.75,0.0013243243243243243,0.0001891891891891892
792,1981.25,0.001,0.00016439898730535727
793,1983.75,0.0014054054054054054,0.000194894663538594
794,1986.25,0.0008378378378378379,0.0001504801179143249
795,1988.75,0.0008378378378378379,0.0001504801179143249
796,1991.25,0.001135135135135135,0.00017515515401102325
797,1993.75,0.0011081081081081082,0.00017305741182250942
798,1996.25,0.0013243243243243243,0.0001891891891891892
799,1998.75,0.001054054054054054,0.0001687837296864432
800,2001.25,0.0009189189189189189,0.0001575932944552784
801,2003.75,0.0012162162162162162,0.00018130280898646944
802,2006.25,0.0013513513513513514,0.00019110994086122906
803,2008.75,0.001081081081081081,0.00017093392757666916
804,2011.25,0.001135135135135135,0.00017515515401102325
