,Bin_centers_keV,Rate_cps,Err_rate_Hz
0,1.0,1.8089347391601832e-05,1.8089347391601832e-05
1,3.0,0.0,0.0
2,5.0,0.0,0.0
3,7.0,0.0,0.0
4,9.0,0.0,0.0
5,11.0,0.0,0.0
6,13.0,0.0,0.0
7,15.0,0.0,0.0
8,17.0,0.0,0.0
9,19.0,0.0,0.0
10,21.0,0.0,0.0
11,23.0,0.0,0.0
12,25.0,0.0,0.0
13,27.0,0.0,0.0
14,29.0,0.0,0.0
15,31.0,0.0,0.0
16,33.0,0.0,0.0
17,35.0,0.0,0.0
18,37.0,0.0,0.0
19,39.0,0.0,0.0
20,41.0,0.0,0.0
21,43.0,0.0,0.0
22,45.0,0.0,0.0
23,47.0,0.0,0.0
24,49.0,0.0,0.0
25,51.0,0.0,0.0
26,53.0,0.0,0.0
27,55.0,0.0,0.0
28,57.0,0.0,0.0
29,59.0,0.0,0.0
30,61.0,0.0,0.0
31,63.0,0.0,0.0
32,65.0,0.0,0.0
33,67.0,0.0,0.0
34,69.0,0.0,0.0
35,71.0,0.0,0.0
36,73.0,0.0,0.0
37,75.0,0.0,0.0
38,77.0,0.0,0.0
39,79.0,0.0,0.0
40,81.0,0.0,0.0
41,83.0,0.0,0.0
42,85.0,0.0,0.0
43,87.0,0.0,0.0
44,89.0,0.0,0.0
45,91.0,0.0,0.0
46,93.0,0.0,0.0
47,95.0,0.0,0.0
48,97.0,0.0,0.0
49,99.0,0.0,0.0
50,101.0,0.0,0.0
51,103.0,0.0,0.0
52,105.0,0.0,0.0
53,107.0,0.0,0.0
54,109.0,0.0,0.0
55,111.0,0.0,0.0
56,113.0,0.0,0.0
57,115.0,0.0,0.0
58,117.0,0.0,0.0
59,119.0,0.0,0.0
60,121.0,0.0,0.0
61,123.0,0.0,0.0
62,125.0,0.0,0.0
63,127.0,0.0,0.0
64,129.0,3.6178694783203665e-05,2.5582200415681684e-05
65,131.0,0.0,0.0
66,133.0,0.0,0.0
67,135.0,0.0,0.0
68,137.0,0.0,0.0
69,139.0,0.0,0.0
70,141.0,1.8089347391601832e-05,1.8089347391601832e-05
71,143.0,1.8089347391601832e-05,1.8089347391601832e-05
72,145.0,0.0,0.0
73,147.0,1.8089347391601832e-05,1.8089347391601832e-05
74,149.0,5.4268042174805494e-05,3.133166875801792e-05
75,151.0,5.4268042174805494e-05,3.133166875801792e-05
76,153.0,3.6178694783203665e-05,2.5582200415681684e-05
77,155.0,1.8089347391601832e-05,1.8089347391601832e-05
78,157.0,5.4268042174805494e-05,3.133166875801792e-05
79,159.0,9.044673695800917e-05,4.044901043623021e-05
80,161.0,0.007036756135333113,0.0003567776986332333
81,163.0,0.007651793946647575,0.00037204295299046324
82,165.0,0.008067848936654418,0.00038202371931348345
83,167.0,0.008773333484926888,0.0003983765520097979
84,169.0,0.009189388474933731,0.000407713184039293
85,171.0,0.010148123886688627,0.00042845412631846967
86,173.0,0.010347106707996248,0.0004326342655626317
87,175.0,0.01145055689888396,0.0004551187774320182
88,177.0,0.013639367933267782,0.0004967164832646036
89,179.0,0.014923711598071512,0.00051957694663023
90,181.0,0.01224648818411444,0.0004706707756910272
91,183.0,0.010835519087569497,0.0004427273076549233
92,185.0,0.01145055689888396,0.0004551187774320182
93,187.0,0.01076316169800309,0.0004412466101707309
94,189.0,0.01047373213973746,0.0004352734533167583
95,191.0,0.01107068060366032,0.00044750573996439396
96,193.0,0.01175807580454119,0.00046118967668968246
97,195.0,0.011016412561485516,0.00044640756471403764
98,197.0,0.010817429740177896,0.00044235759793895605
99,199.0,0.010491821487129063,0.00043564917496920636
100,201.0,0.011414378204100756,0.00045439922160266387
101,203.0,0.011685718414974783,0.0004597684416409173
102,205.0,0.011486735593667164,0.0004558371974173707
103,207.0,0.012680632521512884,0.0004789408803045429
104,209.0,0.01412778031284103,0.0005055317259591277
105,211.0,0.012752989911079291,0.00048030538700196426
106,213.0,0.011577182330625173,0.00045762831314790096
107,215.0,0.010329017360604646,0.0004322559233253649
108,217.0,0.010925965824527506,0.00044457124444643
109,219.0,0.009985319760164212,0.0004250034328777083
110,221.0,0.009949141065381008,0.00042423280045245044
111,223.0,0.010853608434961099,0.00044309670889370326
112,225.0,0.009460728685807758,0.00041368878130216343
113,227.0,0.01016621323408023,0.0004288358227205106
114,229.0,0.0098767836758146,0.00042268732063253613
115,231.0,0.010130034539297027,0.0004280720895716855
116,233.0,0.010292838665821443,0.0004314982436485178
117,235.0,0.01116112734061833,0.00044933006770786005
118,237.0,0.011522914288450366,0.0004565544869207082
119,239.0,0.012915794037603708,0.0004833614436263955
120,241.0,0.010817429740177896,0.00044235759793895605
121,243.0,0.010419464097562656,0.00043414433739844395
122,245.0,0.009442639338416157,0.000413293096102772
123,247.0,0.00927983521189174,0.0004097147335460719
124,249.0,0.009659711507115379,0.00041801659913795746
125,251.0,0.008773333484926888,0.0003983765520097979
126,253.0,0.008845690874493295,0.00040001596861554344
127,255.0,0.008918048264059703,0.00040164869364115656
128,257.0,0.00879142283231849,0.0003987870380043329
129,259.0,0.008899958916668102,0.0004012411352473642
130,261.0,0.0088818695692765,0.0004008331624573241
131,263.0,0.008501993274052861,0.00039216770628827213
132,265.0,0.008899958916668102,0.0004012411352473642
133,267.0,0.009442639338416157,0.000413293096102772
134,269.0,0.010582268224087072,0.0004375229435088181
135,271.0,0.009243656517108536,0.0004089152894018767
136,273.0,0.00828492110535364,0.0003871289397432796
137,275.0,0.008031670241871213,0.00038116620146597346
138,277.0,0.008357278494920047,0.00038881578407129003
